,potential_total_value_of_award,awarding_office_name,funding_office_name,foreign_funding,recipient_city_name,recipient_county_name,recipient_state_code,recipient_zip_4_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_zip_4,award_type,type_of_contract_pricing,number_of_actions,product_or_service_code,contract_bundling,naics_code,recovered_materials_sustainability,domestic_or_foreign_entity,epa_designated_product,country_of_product_or_service_origin,place_of_manufacture,extent_competed,solicitation_procedures,commercial_item_acquisition_procedures,small_business_competitiveness_demonstration_program,simplified_procedures_for_certain_commercial_items,local_area_set_aside,clinger_cohen_act_planning,labor_standards,contracting_officers_determination_of_business_size,labor_surplus_area_firm,contingency_humanitarian_or_peacekeeping_operation,alaskan_native_corporation_owned_firm,american_indian_owned_business,indian_tribe_federally_recognized,native_hawaiian_organization_owned_firm,tribally_owned_firm,veteran_owned_business,service_disabled_veteran_owned_business,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,joint_venture_women_owned_small_business,joint_venture_economic_disadvantaged_women_owned_small_bus,minority_owned_business,subcontinent_asian_asian_indian_american_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size_code,emerging_small_business,community_developed_corporation_owned_firm,us_federal_government,federally_funded_research_and_development_corp,federal_agency,us_state_government,us_local_government,city_local_government,county_local_government,inter_municipal_local_government,local_government_owned,municipality_local_government,school_district_local_government,township_local_government,us_tribal_government,foreign_government,organizational_type,corporate_entity_not_tax_exempt,corporate_entity_tax_exempt,partnership_or_limited_liability_partnership,sole_proprietorship,small_agricultural_cooperative,international_organization,us_government_entity,community_development_corporation,domestic_shelter,educational_institution,foundation,hospital_flag,manufacturer_of_goods,veterinary_hospital,hispanic_servicing_institution,receives_contracts,receives_financial_assistance,receives_contracts_and_financial_assistance,airport_authority,council_of_governments,housing_authorities_public_tribal,interstate_entity,planning_commission,port_authority,transit_authority,subchapter_scorporation,limited_liability_corporation,foreign_owned,for_profit_organization,nonprofit_organization,other_not_for_profit_organization,the_ability_one_program,private_university_or_college,state_controlled_institution_of_higher_learning,1862_land_grant_college,1890_land_grant_college,1994_land_grant_college,minority_institution,historically_black_college,tribal_college,alaskan_native_servicing_institution,native_hawaiian_servicing_institution,school_of_forestry,veterinary_college,dot_certified_disadvantage,self_certified_small_disadvantaged_business,small_disadvantaged_business,c8a_program_participant,historically_underutilized_business_zone_hubzone_firm,sba_certified_8a_joint_venture,action_date,period_of_performance_start_date
141,7970368.82,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,HUNT VALLEY,BALTIMORE,MD,210311124,HUNT VALLEY,24005.0,24.0,210311124.0,DELIVERY ORDER,FIRM FIXED PRICE,1.0,F108,NOT BUNDLED,562910.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,0,NO,NO,NO,YES,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05-30,2023-03-23
142,60000.0,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,FENTON,ST. LOUIS,MO,630262926,NATHALIE,51083.0,51.0,245772999.0,DELIVERY ORDER,TIME AND MATERIALS,1.0,F108,NOT BUNDLED,562910.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,MEETS REQUIREMENTS,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03-07,2023-03-07
143,0.0,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,ANCHORAGE,ANCHORAGE,AK,995035831,ANNAPOLIS,24003.0,24.0,214014211.0,BPA CALL,TIME AND MATERIALS,1.0,DF10,NOT BUNDLED,541511.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,SMALL BUSINESS,0,NOT APPLICABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2023-04-13,2023-04-17
144,104550.0,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,CHANTILLY,FAIRFAX,VA,201511117,CHANTILLY,51059.0,51.0,201511117,BPA CALL,FIRM FIXED PRICE,1.0,R408,NOT BUNDLED,541620.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,PRODUCTS OR SERVICES PURSUANT TO FAR 12.102(F),0,NO,NO,NO,YES,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03-20,2023-03-20
145,2116633.86,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,ANCHORAGE,ANCHORAGE,AK,995035831,ANNAPOLIS,24003.0,24.0,214014211.0,BPA CALL,TIME AND MATERIALS,1.0,DF10,NOT BUNDLED,541511.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,SMALL BUSINESS,0,NOT APPLICABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2023-07-18,2023-04-14
146,52023.0,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,CHANTILLY,FAIRFAX,VA,201511117,CHANTILLY,51059.0,51.0,201511117.0,BPA CALL,FIRM FIXED PRICE,1.0,R408,NOT BUNDLED,541620.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,PRODUCTS OR SERVICES PURSUANT TO FAR 12.102(F),0,NO,NO,NO,YES,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03-14,2023-03-14
147,6001023.0,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,LOS ANGELES,LOS ANGELES,CA,900713173,LOS ANGELES,6037.0,6.0,900713135,DELIVERY ORDER,FIRM FIXED PRICE,1.0,F108,NOT BUNDLED,562910.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,OTHER U.S. ENTITY (E.G. GOVERNMENT),NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,0,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-28,2023-03-31
148,172530.0,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,CHANTILLY,FAIRFAX,VA,201511117,CHANTILLY,51059.0,51.0,201511117,BPA CALL,FIRM FIXED PRICE,1.0,R408,NOT BUNDLED,541620.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,PRODUCTS OR SERVICES PURSUANT TO FAR 12.102(F),0,NO,NO,NO,YES,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05-30,2023-05-30
149,107075.46,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,NORTH SIOUX CITY,UNION,SD,570493155,PHILADELPHIA,42101.0,42.0,191032398.0,DELIVERY ORDER,FIRM FIXED PRICE,1.0,7B22,NOT BUNDLED,334111.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,MEETS REQUIREMENTS,UNITED STATES,MFG IN U.S.,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03,2023-04-03
150,15000.0,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,FENTON,ST. LOUIS,MO,630262926,FENTON,29189.0,29.0,630262926.0,DELIVERY ORDER,LABOR HOURS,1.0,F999,NOT BUNDLED,562910.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,MEETS REQUIREMENTS,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07-19,2023-03-28
151,764943.8,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,PHILADELPHIA,PHILADELPHIA,PA,191031338,PHILADELPHIA,42101.0,42.0,191031338.0,DELIVERY ORDER,FIRM FIXED PRICE,1.0,S112,NOT BUNDLED,221112.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,OTHER U.S. ENTITY (E.G. GOVERNMENT),MEETS REQUIREMENTS,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-15,2023-04-26
152,0.0,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,MILFORD,WORCESTER,MA,017573604,FORT GEORGE G MEADE,24003.0,24.0,207555350.0,DELIVERY ORDER,FIRM FIXED PRICE,1.0,J066,NOT BUNDLED,334516.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-10,2023-04-28
153,148407.39,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,CHARLOTTE,MECKLENBURG,NC,282771978,PHILADELPHIA,42101.0,42.0,191032029.0,DELIVERY ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,561210.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-21,2023-07-01
154,60000.0,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,FENTON,ST. LOUIS,MO,630262926,FENTON,29189.0,29.0,630262926,DELIVERY ORDER,TIME AND MATERIALS,1.0,F108,NOT BUNDLED,562910.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06-08,2023-05-30
155,2900000.0,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,FENTON,ST. LOUIS,MO,630262926,FENTON,29189.0,29.0,630262926,DELIVERY ORDER,TIME AND MATERIALS,1.0,F999,NOT BUNDLED,562910.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,MEETS REQUIREMENTS,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-26,2023-05-30
156,0.0,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,FAIRFAX,FAIRFAX,VA,220307301,FAIRFAX,51059.0,51.0,220307301,DELIVERY ORDER,COST PLUS FIXED FEE,1.0,F108,NOT BUNDLED,562910.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,0,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07-27,2023-07-25
157,144406.08,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,CHANTILLY,FAIRFAX,VA,201511268,PHILADELPHIA,42101.0,42.0,191032029,DELIVERY ORDER,FIRM FIXED PRICE,1.0,Z1AB,NOT BUNDLED,541511.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2023-06-14,2023-06-01
158,20153.07,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,MILFORD,NEW HAVEN,CT,064619105,MILFORD,9009.0,9.0,64619105.0,DELIVERY ORDER,FIRM FIXED PRICE,1.0,J074,NOT BUNDLED,561499.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,YES,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-01,2023-06-12
159,685983.65,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,ANCHORAGE,ANCHORAGE,AK,995035831,ANNAPOLIS,24003.0,24.0,214034211,BPA CALL,TIME AND MATERIALS,1.0,DF10,NOT BUNDLED,541511.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,SMALL BUSINESS,0,NOT APPLICABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2023-06-23,2023-06-23
160,101058.0,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,FENTON,ST. LOUIS,MO,630262926,COLLEGEVILLE,42091.0,42.0,194264413.0,DELIVERY ORDER,TIME AND MATERIALS,1.0,F108,NOT BUNDLED,562910.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06-29,2023-06-08
161,41373.68,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,MIAMISBURG,MONTGOMERY,OH,453424425,PHILADELPHIA,42101.0,42.0,191037315,DELIVERY ORDER,FIRM FIXED PRICE,1.0,R702,NOT BUNDLED,511120.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06-26,2023-07-01
162,55198.84,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),X,WASHINGTON,DISTRICT OF COLUMBIA,DC,200362605,WASHINGTON,11001.0,11.0,200362605.0,BPA CALL,FIRM FIXED PRICE,1.0,R425,NOT BUNDLED,541430.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,SMALL BUSINESS,0,CONTINGENCY OPERATION AS DEFINED IN 10 U.S.C. 101(A)(13),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-07-14,2023-07-14
